Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Disease
anemie,fatigue,fievre_cyclique,frissons,maux_de_tete,sueurs,,,,,,,,,,paludisme
fievre,ganglions_gonfles,mal_gorge,nausees,,,,,,,,,,,,angine
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,,,,,,,,,,ulcere_gastrique
bradycardie,constipation,depression,fatigue,frilosite,oedemes,peau_seche,prise_de_poids,,,,,,,,hypothyroidie
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,nausees,,,,,,,,,,syndrome_colon_irritable
douleur_abdominale_droite,fatigue,jaunisse,perte_appetit,urine_foncee,vomissements,,,,,,,,,,hepatite
douleurs_abdominales,fatigue,fievre,nausees,perte_appetit,vomissements,,,,,,,,,,gastroenterite
douleur_abdominale_droite,fatigue,jaunisse,perte_appetit,urine_foncee,vomissements,,,,,,,,,,hepatite
essoufflement,fatigue,oedemes_jambes,prise_de_poids,toux_nocturne,vertiges,,,,,,,,,,insuffisance_cardiaque
aura_visuelle,fatigue,maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,,,,,,,,,,migraine
confusion,eruption_cutanee,fievre,maux_de_tete_intense,nausees,photophobie,vomissements,,,,,,,,,meningite
demangeaisons,douleurs_articulaires,inflammation,ongles_epaissis,plaques_peau,,,,,,,,,,,psoriasis
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,gaz,nausees,,,,,,,,,syndrome_colon_irritable
exophtalmie,fatigue,nervosité,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
fatigue,maux_de_tete_intense,sensibilite_bruit,sensibilite_lumiere,vertiges,vomissements,,,,,,,,,,migraine
douleur_dos,douleur_position,fatigue,irradiation_jambe,limitation_mouvement,raideur_dos,spasmes_musculaires,,,,,,,,,lombalgie
eruption_cutanee,fievre,maux_de_tete_intense,photophobie,raideur_nuque,vomissements,,,,,,,,,,meningite
demangeaisons,eternuements,fatigue,maux_de_tete,nez_qui_coule,yeux_qui_piquent,,,,,,,,,,rhinite_allergique
abdomen_gonflé,fatigue,oedemes_jambes,palpitations,prise_de_poids,toux_nocturne,,,,,,,,,,insuffisance_cardiaque
confusion_post_crise,convulsions,fatigue_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,,epilepsie
constipation,douleur_abdominale_droite,fievre,nausees,vomissements,,,,,,,,,,,appendicite
alternance_diarrhee_constipation,ballonnements,douleurs_abdominales,fatigue,gaz,,,,,,,,,,,syndrome_colon_irritable
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,nausees,,,,,,,,,,syndrome_colon_irritable
douleur_abdominale_droite,douleur_au_mouvement,nausees,perte_appetit,vomissements,,,,,,,,,,,appendicite
exophtalmie,fatigue,nervosité,palpitations,perte_de_poids,tremblements,,,,,,,,,,hyperthyroidie
douleur_dos,douleur_position,fatigue,limitation_mouvement,raideur_dos,,,,,,,,,,,lombalgie
fievre,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,,,meningite
douleurs_musculaires,essoufflement,fatigue,fievre,mal_gorge,maux_de_tete,perte_odorat,toux_seche,,,,,,,,covid19
anxiete,douleur_bras_gauche,douleur_thoracique,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,,infarctus
brulures_estomac,douleurs_abdominales,nausees,perte_de_poids,vomissements,,,,,,,,,,,ulcere_gastrique
brulures_estomac,douleurs_abdominales,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,,ulcere_gastrique
douleur_thoracique,essoufflement,fatigue,syncope,vertiges,,,,,,,,,,,arythmie
douleur_abdominale_droite,fatigue,jaunisse,nausees,selles_decolorees,urine_foncee,vomissements,,,,,,,,,hepatite
douleurs_articulaires,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,,psoriasis
confusion,maux_de_tete_intense,photophobie,raideur_nuque,vomissements,,,,,,,,,,,meningite
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,ulcere_gastrique
douleurs_musculaires,fatigue,fievre,frissons,maux_de_tete,perte_appetit,toux,,,,,,,,,grippe
aura_visuelle,maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,vomissements,,,,,,,,,migraine
essoufflement,fatigue,oedemes_jambes,prise_de_poids,toux_nocturne,vertiges,,,,,,,,,,insuffisance_cardiaque
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,toux,,,,,,,,,,pneumonie
douleur_thoracique,essoufflement,nausees,sueurs_froides,vertiges,,,,,,,,,,,infarctus
crampes,diarrhee,douleurs_abdominales,nausees,perte_appetit,vomissements,,,,,,,,,,gastroenterite
anemie,douleurs_musculaires,fievre_cyclique,frissons,nausees,sueurs,,,,,,,,,,paludisme
douleurs_musculaires,fatigue,fievre,mal_gorge,maux_de_tete,nez_qui_coule,toux,,,,,,,,,grippe
douleur_abdominale_droite,fievre,jaunisse,perte_appetit,selles_decolorees,urine_foncee,,,,,,,,,,hepatite
douleur_thoracique,fievre,hemoptysie,perte_appetit,perte_de_poids,toux_chronique,,,,,,,,,,tuberculose
demangeaisons,eruption_cutanee,inflammation,peau_qui_suinte,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,eczema
constipation,douleur_abdominale_droite,fievre,vomissements,,,,,,,,,,,,appendicite
douleurs_musculaires,fatigue,fievre_cyclique,frissons,maux_de_tete,nausees,,,,,,,,,,paludisme
douleur_thoracique,essoufflement,expectorations,fievre,frissons,maux_de_tete,toux,,,,,,,,,pneumonie
douleurs_musculaires,fievre,maux_de_tete,perte_odorat,toux_seche,,,,,,,,,,,covid19
chaleur_articulaire,douleurs_articulaires,fievre,gonflement_articulations,,,,,,,,,,,,arthrite
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,vomissements,,,,,,,,,,,ulcere_gastrique
cicatrisation_lente,fatigue,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,,,,,,,,,,diabete_type2
anemie,douleurs_musculaires,fatigue,fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,,,,,,,,paludisme
anxiete,difficulte_a_parler,essoufflement,fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,asthme
douleur_dos,douleur_position,fatigue,limitation_mouvement,,,,,,,,,,,,lombalgie
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,gaz,,,,,,,,,,syndrome_colon_irritable
bradycardie,constipation,frilosite,oedemes,prise_de_poids,,,,,,,,,,,hypothyroidie
difficulte_a_avaler,ganglions_gonfles,mal_gorge,maux_de_tete,,,,,,,,,,,,angine
douleur_thoracique,essoufflement,fatigue,syncope,vertiges,,,,,,,,,,,arythmie
cicatrisation_lente,faim_excessive,fatigue,fourmillements,soif_excessive,urines_frequentes,,,,,,,,,,diabete_type2
douleur_abdominale_droite,douleur_au_mouvement,fievre,nausees,perte_appetit,vomissements,,,,,,,,,,appendicite
demangeaisons,inflammation,peau_qui_suinte,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,,eczema
bourdonnements_oreilles,maux_de_tete,palpitations,vertiges,vision_trouble,,,,,,,,,,,hypertension
cheveux_cassants,constipation,depression,fatigue,frilosite,peau_seche,,,,,,,,,,hypothyroidie
diarrhee,douleurs_abdominales,fatigue,fievre,nausees,perte_appetit,vomissements,,,,,,,,,gastroenterite
douleurs_abdominales,nausees,perte_appetit,vomissements,,,,,,,,,,,,gastroenterite
diarrhee,exophtalmie,insomnie,nervosité,perte_de_poids,tremblements,,,,,,,,,,hyperthyroidie
maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,,,,,,,,,,,migraine
douleurs_musculaires,fatigue,fievre,frissons,mal_gorge,maux_de_tete,perte_appetit,toux,,,,,,,,grippe
constipation,depression,fatigue,oedemes,prise_de_poids,,,,,,,,,,,hypothyroidie
chaleur_articulaire,douleurs_articulaires,fievre,gonflement_articulations,raideur_matinale,,,,,,,,,,,arthrite
douleur_dos,fatigue,irradiation_jambe,limitation_mouvement,,,,,,,,,,,,lombalgie
difficulte_a_avaler,fatigue,ganglions_gonfles,mal_gorge,toux,,,,,,,,,,,angine
anxiete,douleur_thoracique,essoufflement,fatigue,palpitations,vertiges,,,,,,,,,,arythmie
chaleur_articulaire,douleurs_articulaires,fatigue,gonflement_articulations,limitation_mouvement,raideur_matinale,,,,,,,,,,arthrite
alternance_diarrhee_constipation,ballonnements,douleurs_abdominales,fatigue,gaz,,,,,,,,,,,syndrome_colon_irritable
diarrhee,douleurs_abdominales,fievre,nausees,perte_appetit,vomissements,,,,,,,,,,gastroenterite
douleurs_musculaires,fatigue,frissons,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,,paludisme
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,toux,,,,,,,,,,bronchite
diarrhee,douleurs_abdominales,fatigue,fievre,perte_appetit,vomissements,,,,,,,,,,gastroenterite
diarrhee,nervosité,palpitations,sudation_excessive,tremblements,,,,,,,,,,,hyperthyroidie
bradycardie,constipation,fatigue,frilosite,oedemes,prise_de_poids,,,,,,,,,,hypothyroidie
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,ulcere_gastrique
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,urine_foncee,,,,,,,,,,hepatite
anemie,fievre_cyclique,frissons,sueurs,vomissements,,,,,,,,,,,paludisme
anxiete,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,,infarctus
chaleur_articulaire,douleurs_articulaires,fatigue,gonflement_articulations,,,,,,,,,,,,arthrite
croutes,demangeaisons,eruption_cutanee,peau_qui_suinte,peau_seche,sensibilite_peau,,,,,,,,,,eczema
brulures_estomac,douleurs_abdominales,nausees,sang_dans_selles,vomissements,,,,,,,,,,,ulcere_gastrique
douleurs_articulaires,inflammation,peau_ecailleuse,plaques_peau,,,,,,,,,,,,psoriasis
douleur_dos,douleur_position,fatigue,irradiation_jambe,limitation_mouvement,spasmes_musculaires,,,,,,,,,,lombalgie
anxiete,difficulte_a_parler,essoufflement,fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,asthme
douleurs_musculaires,fievre,frissons,maux_de_tete,toux,,,,,,,,,,,grippe
essoufflement,fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,,asthme
anxiete,essoufflement,fatigue,palpitations,vertiges,,,,,,,,,,,arythmie
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,vomissements,,,,,,,,,,,ulcere_gastrique
eruption_cutanee,fievre,maux_de_tete_intense,photophobie,raideur_nuque,vomissements,,,,,,,,,,meningite
douleur_thoracique,essoufflement,expectorations,fatigue,sifflement_respiratoire,toux,,,,,,,,,,bronchite
douleurs_musculaires,fatigue,fievre_cyclique,frissons,maux_de_tete,sueurs,vomissements,,,,,,,,,paludisme
douleurs_musculaires,frissons,maux_de_tete,sueurs,vomissements,,,,,,,,,,,paludisme
diarrhee,essoufflement,fatigue,fievre,mal_gorge,maux_de_tete,perte_odorat,,,,,,,,,covid19
demangeaisons,eternuements,maux_de_tete,nez_qui_coule,obstruction_nasale,toux,yeux_qui_piquent,,,,,,,,,rhinite_allergique
bourdonnements_oreilles,fatigue,vertiges,vision_trouble,,,,,,,,,,,,hypertension
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,nausees,sueurs_froides,vertiges,,,,,,,,,infarctus
douleur_thoracique,fatigue,fievre,perte_de_poids,sueurs_nocturnes,,,,,,,,,,,tuberculose
douleurs_musculaires,fatigue,fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,paludisme
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,infarctus
anxiete,douleur_bras_gauche,essoufflement,sueurs_froides,vertiges,,,,,,,,,,,infarctus
essoufflement,expectorations,fatigue,fievre,toux,,,,,,,,,,,bronchite
faiblesse_bras,maux_de_tete_soudain,paralysie_faciale,perte_equilibre,trouble_parole,trouble_vision,vertiges,,,,,,,,,avc
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,mal_gorge,maux_de_tete,,,,,,,,,,angine
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,mal_gorge,maux_de_tete,,,,,,,,,,angine
demangeaisons,eruption_cutanee,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,,,eczema
anemie,douleurs_musculaires,fatigue,fievre_cyclique,frissons,maux_de_tete,sueurs,,,,,,,,,paludisme
cicatrisation_lente,faim_excessive,fatigue,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,diabete_type2
fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,,,paludisme
chaleur_articulaire,fatigue,gonflement_articulations,raideur_matinale,,,,,,,,,,,,arthrite
bourdonnements_oreilles,epistaxis,fatigue,maux_de_tete,palpitations,vertiges,vision_trouble,,,,,,,,,hypertension
aura,confusion_post_crise,convulsions,incontinence,perte_conscience,,,,,,,,,,,epilepsie
douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,sueurs_froides,vertiges,,,,,,,,,,infarctus
eternuements,fatigue,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,,,rhinite_allergique
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,selles_decolorees,,,,,,,,,,hepatite
bradycardie,constipation,depression,fatigue,frilosite,oedemes,peau_seche,prise_de_poids,,,,,,,,hypothyroidie
insomnie,nervosité,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,,hyperthyroidie
douleur_thoracique,essoufflement,fievre,frissons,maux_de_tete,sueurs_nocturnes,toux,,,,,,,,,pneumonie
douleur_abdominale_droite,fatigue,perte_appetit,selles_decolorees,urine_foncee,,,,,,,,,,,hepatite
maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vomissements,,,,,,,,,,,migraine
epistaxis,maux_de_tete,palpitations,vertiges,vision_trouble,,,,,,,,,,,hypertension
essoufflement,fatigue,sifflement_respiratoire,toux_seche,,,,,,,,,,,,asthme
douleurs_musculaires,fievre,frissons,maux_de_tete,nez_qui_coule,perte_appetit,toux,,,,,,,,,grippe
douleurs_articulaires,inflammation,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,,,psoriasis
confusion,eruption_cutanee,fievre,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,meningite
douleurs_musculaires,fatigue,fievre,mal_gorge,perte_appetit,,,,,,,,,,,grippe
fatigue,fievre,perte_appetit,perte_de_poids,sueurs_nocturnes,,,,,,,,,,,tuberculose
eternuements,fatigue,maux_de_tete,obstruction_nasale,toux,yeux_qui_piquent,,,,,,,,,,rhinite_allergique
diarrhee,douleurs_musculaires,essoufflement,fatigue,fievre,maux_de_tete,toux_seche,,,,,,,,,covid19
bourdonnements_oreilles,epistaxis,maux_de_tete,palpitations,vertiges,vision_trouble,,,,,,,,,,hypertension
aura_visuelle,fatigue,maux_de_tete_intense,nausees,sensibilite_bruit,vomissements,,,,,,,,,,migraine
maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vomissements,,,,,,,,,,,migraine
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,infarctus
douleur_dos,fatigue,irradiation_jambe,limitation_mouvement,raideur_dos,spasmes_musculaires,,,,,,,,,,lombalgie
demangeaisons,douleurs_articulaires,ongles_epaissis,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,,psoriasis
douleur_thoracique,essoufflement,expectorations,fievre,maux_de_tete,toux,,,,,,,,,,pneumonie
essoufflement,fatigue,prise_de_poids,toux_nocturne,vertiges,,,,,,,,,,,insuffisance_cardiaque
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,gaz,nausees,,,,,,,,,syndrome_colon_irritable
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,selles_decolorees,urine_foncee,vomissements,,,,,,,,hepatite
diarrhee,douleurs_musculaires,essoufflement,fatigue,fievre,mal_gorge,perte_odorat,,,,,,,,,covid19
crampes,diarrhee,douleurs_abdominales,nausees,vomissements,,,,,,,,,,,gastroenterite
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,sifflement_respiratoire,toux,,,,,,,,,bronchite
douleurs_musculaires,fatigue,fievre,frissons,maux_de_tete,nez_qui_coule,toux,,,,,,,,,grippe
douleurs_musculaires,fievre,frissons,mal_gorge,maux_de_tete,nez_qui_coule,,,,,,,,,,grippe
diarrhee,fatigue,fievre,nausees,perte_appetit,vomissements,,,,,,,,,,gastroenterite
douleur_abdominale_droite,fatigue,jaunisse,perte_appetit,urine_foncee,vomissements,,,,,,,,,,hepatite
chaleur_articulaire,douleurs_articulaires,fievre,gonflement_articulations,limitation_mouvement,raideur_matinale,,,,,,,,,,arthrite
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,vertiges,,,,,,,,,,infarctus
chaleur_articulaire,douleurs_articulaires,fievre,gonflement_articulations,limitation_mouvement,perte_appetit,raideur_matinale,,,,,,,,,arthrite
fatigue,fievre,jaunisse,nausees,perte_appetit,urine_foncee,,,,,,,,,,hepatite
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,selles_decolorees,urine_foncee,vomissements,,,,,,,,hepatite
douleur_bras_gauche,douleur_thoracique,essoufflement,nausees,sueurs_froides,vertiges,,,,,,,,,,infarctus
douleurs_musculaires,fatigue,fievre,perte_appetit,toux,,,,,,,,,,,grippe
demangeaisons,eternuements,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,,rhinite_allergique
faim_excessive,fatigue,fourmillements,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,,diabete_type2
douleur_position,limitation_mouvement,raideur_dos,spasmes_musculaires,,,,,,,,,,,,lombalgie
douleur_thoracique,essoufflement,expectorations,fatigue,frissons,maux_de_tete,toux,,,,,,,,,pneumonie
anxiete,douleur_bras_gauche,essoufflement,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,,infarctus
douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,,,,,,,,,,infarctus
maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,,,,,,,,,,,migraine
alternance_diarrhee_constipation,ballonnements,douleurs_abdominales,gaz,nausees,,,,,,,,,,,syndrome_colon_irritable
demangeaisons,eruption_cutanee,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,,,eczema
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,sang_dans_selles,,,,,,,,,,,ulcere_gastrique
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,nausees,,,,,,,,,,syndrome_colon_irritable
douleurs_musculaires,fatigue,fievre,frissons,mal_gorge,maux_de_tete,nez_qui_coule,,,,,,,,,grippe
aura_visuelle,maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,,,,,,,,,,,migraine
difficulte_a_parler,essoufflement,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,,asthme
constipation,douleur_abdominale_droite,fievre,nausees,vomissements,,,,,,,,,,,appendicite
difficulte_a_avaler,fievre,mal_gorge,toux,,,,,,,,,,,,angine
confusion,eruption_cutanee,fievre,maux_de_tete_intense,nausees,photophobie,raideur_nuque,,,,,,,,,meningite
douleurs_musculaires,fatigue,fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,,,,,,,,,paludisme
douleurs_musculaires,essoufflement,fatigue,fievre,maux_de_tete,perte_odorat,,,,,,,,,,covid19
chaleur_articulaire,douleurs_articulaires,fatigue,fievre,gonflement_articulations,perte_appetit,raideur_matinale,,,,,,,,,arthrite
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,perte_appetit,selles_decolorees,urine_foncee,,,,,,,,hepatite
croutes,demangeaisons,eruption_cutanee,inflammation,peau_qui_suinte,peau_rouge,,,,,,,,,,eczema
crampes,diarrhee,douleurs_abdominales,nausees,perte_appetit,vomissements,,,,,,,,,,gastroenterite
douleurs_musculaires,fatigue,fievre,perte_appetit,toux,,,,,,,,,,,grippe
douleurs_articulaires,inflammation,peau_ecailleuse,plaques_peau,,,,,,,,,,,,psoriasis
demangeaisons,douleurs_articulaires,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,psoriasis
douleur_thoracique,fatigue,hemoptysie,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,,,tuberculose
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,infarctus
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,,,,,,,,,,,ulcere_gastrique
difficulte_a_avaler,fievre,mal_gorge,maux_de_tete,nausees,,,,,,,,,,,angine
douleur_thoracique,expectorations,fatigue,fievre,maux_de_tete,toux,,,,,,,,,,pneumonie
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,infarctus
demangeaisons,inflammation,plaques_peau,sensibilite_peau,,,,,,,,,,,,psoriasis
douleur_abdominale_droite,douleur_au_mouvement,nausees,vomissements,,,,,,,,,,,,appendicite
douleurs_musculaires,fatigue,fievre,frissons,maux_de_tete,toux,,,,,,,,,,grippe
aura,confusion_post_crise,convulsions,fatigue_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,epilepsie
douleur_thoracique,fievre,hemoptysie,perte_appetit,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,,tuberculose
douleur_thoracique,fatigue,fievre,hemoptysie,perte_appetit,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,tuberculose
diarrhee,douleurs_musculaires,fatigue,maux_de_tete,perte_odorat,toux_seche,,,,,,,,,,covid19
aura,confusion_post_crise,convulsions,morsure_langue,,,,,,,,,,,,epilepsie
douleur_thoracique,expectorations,fatigue,fievre,sueurs_nocturnes,toux,,,,,,,,,,pneumonie
confusion,faiblesse_bras,maux_de_tete_soudain,paralysie_faciale,perte_equilibre,trouble_parole,trouble_vision,vertiges,,,,,,,,avc
maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,,,,,,,,,,,migraine
brulures_estomac,douleurs_abdominales,nausees,perte_de_poids,vomissements,,,,,,,,,,,ulcere_gastrique
confusion_post_crise,convulsions,fatigue_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,,epilepsie
croutes,eruption_cutanee,inflammation,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,,eczema
diarrhee,douleur_abdominale_droite,fievre,nausees,perte_appetit,vomissements,,,,,,,,,,appendicite
diarrhee,douleur_abdominale_droite,douleur_au_mouvement,fievre,nausees,vomissements,,,,,,,,,,appendicite
anxiete,essoufflement,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,,asthme
chaleur_articulaire,fievre,gonflement_articulations,perte_appetit,raideur_matinale,,,,,,,,,,,arthrite
confusion,fievre,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,,,meningite
chaleur_articulaire,douleurs_articulaires,fatigue,raideur_matinale,,,,,,,,,,,,arthrite
chaleur_articulaire,douleurs_articulaires,fatigue,fievre,gonflement_articulations,limitation_mouvement,raideur_matinale,,,,,,,,,arthrite
demangeaisons,eternuements,maux_de_tete,nez_qui_coule,obstruction_nasale,toux,yeux_qui_piquent,,,,,,,,,rhinite_allergique
douleurs_musculaires,fievre,frissons,maux_de_tete,nez_qui_coule,perte_appetit,toux,,,,,,,,,grippe
bourdonnements_oreilles,epistaxis,fatigue,palpitations,vertiges,vision_trouble,,,,,,,,,,hypertension
brulures_estomac,douleurs_abdominales,nausees,perte_de_poids,sang_dans_selles,,,,,,,,,,,ulcere_gastrique
fatigue,fievre_cyclique,frissons,sueurs,vomissements,,,,,,,,,,,paludisme
aura,confusion_post_crise,convulsions,fatigue_post_crise,morsure_langue,,,,,,,,,,,epilepsie
confusion,faiblesse_bras,paralysie_faciale,perte_equilibre,trouble_parole,vertiges,,,,,,,,,,avc
demangeaisons,eternuements,maux_de_tete,nez_qui_coule,toux,yeux_qui_piquent,,,,,,,,,,rhinite_allergique
douleurs_musculaires,essoufflement,fatigue,mal_gorge,maux_de_tete,perte_odorat,toux_seche,,,,,,,,,covid19
douleur_position,fatigue,limitation_mouvement,raideur_dos,,,,,,,,,,,,lombalgie
diarrhee,exophtalmie,fatigue,nervosité,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
diarrhee,fatigue,insomnie,nervosité,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,hyperthyroidie
croutes,demangeaisons,eruption_cutanee,peau_qui_suinte,peau_seche,,,,,,,,,,,eczema
bradycardie,cheveux_cassants,constipation,depression,fatigue,peau_seche,prise_de_poids,,,,,,,,,hypothyroidie
douleur_thoracique,essoufflement,expectorations,fievre,sifflement_respiratoire,toux,,,,,,,,,,bronchite
douleur_dos,douleur_position,irradiation_jambe,raideur_dos,spasmes_musculaires,,,,,,,,,,,lombalgie
douleur_abdominale_droite,fatigue,jaunisse,nausees,perte_appetit,urine_foncee,vomissements,,,,,,,,,hepatite
anemie,fievre_cyclique,frissons,maux_de_tete,sueurs,vomissements,,,,,,,,,,paludisme
douleur_thoracique,fatigue,fievre,hemoptysie,perte_appetit,perte_de_poids,toux_chronique,,,,,,,,,tuberculose
confusion,faiblesse_bras,maux_de_tete_soudain,paralysie_faciale,vertiges,,,,,,,,,,,avc
cicatrisation_lente,faim_excessive,fatigue,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,diabete_type2
bradycardie,cheveux_cassants,constipation,fatigue,frilosite,oedemes,prise_de_poids,,,,,,,,,hypothyroidie
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,toux_nocturne,,,,,,,,,insuffisance_cardiaque
anxiete,douleur_bras_gauche,douleur_thoracique,nausees,sueurs_froides,,,,,,,,,,,infarctus
demangeaisons,eruption_cutanee,peau_qui_suinte,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,,eczema
demangeaisons,douleurs_articulaires,inflammation,plaques_peau,sensibilite_peau,,,,,,,,,,,psoriasis
aura_visuelle,maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vomissements,,,,,,,,,,migraine
diarrhee,exophtalmie,fatigue,nervosité,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,hyperthyroidie
douleurs_musculaires,fatigue,fievre,mal_gorge,maux_de_tete,nez_qui_coule,toux,,,,,,,,,grippe
douleur_thoracique,essoufflement,expectorations,fievre,toux,,,,,,,,,,,bronchite
anemie,fatigue,fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,paludisme
bourdonnements_oreilles,epistaxis,essoufflement,fatigue,maux_de_tete,vision_trouble,,,,,,,,,,hypertension
demangeaisons,eruption_cutanee,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,,,eczema
fatigue,fievre,frissons,maux_de_tete,toux,,,,,,,,,,,grippe
